# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Feb 11 12:33:36 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,st_age,rastr,ra,decstr,dec,sy_dist,sy_bmag,sy_vmag
CI Tau b,CI Tau,1,1,1,Radial Velocity,2019,8.98910000,,,,3686.82800,11.60000,Mass,0.250000,,,K7,,,0.90,,,,0.003,04h33m52.02s,68.4667685,+22d50m29.83s,22.8416192,157.9980000,15.5600000,13.6420000
COCONUTS-2 b,COCONUTS-2 A,1,1,1,Imaging,2021,402000000.00000000,7506.000000,12.442,1.110,2002.31896,6.30000,Mass,,,434,M3 V,3406.00,0.39,0.37,0.000,[Fe/H],4.83,0.475,07h49m12.22s,117.3009140,-76d42m09.71s,-76.7026960,10.8864000,12.9830000,11.2980000
CT Cha b,CT Cha,1,1,1,Imaging,2007,,440.000000,24.660,2.200,5403.00000,17.00000,Mass,,,2600,,,,,,,,0.002,11h04m09.00s,166.0375038,-76d27m19.33s,-76.4553693,190.7200000,13.7990000,12.3350000
CoRoT-1 b,CoRoT-1,1,1,1,Transit,2008,1.50895570,,16.700,1.490,327.35000,1.03000,Mass,0.000000,,1898,G0 V,5950.00,1.11,0.95,-0.300,[M/H],4.25,,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.9090000,14.1580000,13.6230000
CoRoT-10 b,CoRoT-10,1,1,1,Transit,2010,13.24060000,0.105500,10.870,0.970,874.00000,2.75000,Mass,0.530000,,600,K1 V,5075.00,0.79,0.89,0.260,[Fe/H],4.65,3.000,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143,338.3860000,17.3440000,15.2930000
CoRoT-11 b,CoRoT-11,1,1,1,Transit,2010,2.99433000,0.043600,16.030,1.430,740.51000,2.33000,Mass,0.000000,,1657,F6 V,6440.00,1.37,1.27,-0.030,[Fe/H],4.22,2.000,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586,655.0370000,13.5290000,12.8970000
CoRoT-12 b,CoRoT-12,1,1,1,Transit,2010,2.82804200,0.040160,16.140,1.440,291.43800,0.91700,Mass,0.070000,,1442,,5675.00,1.12,1.08,0.160,[Fe/H],4.38,6.300,06h43m03.76s,100.7656871,-01d17m47.20s,-1.2964437,1126.3700000,16.4080000,15.5880000
CoRoT-13 b,CoRoT-13,1,1,1,Transit,2010,4.03519000,0.051000,9.920,0.885,415.70400,1.30800,Mass,0.000000,,1700,G0 V,5945.00,1.01,1.09,0.010,[Fe/H],4.46,1.635,06h50m53.07s,102.7211432,-05d05m11.24s,-5.0864557,1148.9300000,15.2100000,15.0050000
CoRoT-14 b,CoRoT-14,1,1,1,Transit,2010,1.51214000,0.027000,12.220,1.090,2415.40000,7.60000,Mass,0.000000,,1952,F9 V,6035.00,1.21,1.13,0.050,[Fe/H],4.35,4.200,06h53m41.81s,103.4242023,-05d32m09.74s,-5.5360385,1744.6000000,17.0110000,15.9320000
CoRoT-16 b,CoRoT-16,1,1,1,Transit,2011,5.35227000,0.061800,13.110,1.170,170.03200,0.53500,Mass,0.330000,,,G5 V,5650.00,1.19,1.10,0.190,[M/H],4.36,6.730,18h34m05.92s,278.5246658,-06d00m09.37s,-6.0026026,732.4090000,17.4170000,16.0520000
CoRoT-17 b,CoRoT-17,1,1,1,Transit,2011,3.76810000,0.046100,11.430,1.020,772.29000,2.43000,Mass,0.000000,,1626,G2 V,5740.00,1.59,1.04,0.000,[Fe/H],4.40,10.700,18h34m47.82s,278.6992360,-06d36m44.24s,-6.6122880,1176.1200000,17.5900000,16.2900000
CoRoT-18 b,CoRoT-18,1,1,1,Transit,2011,1.90006930,0.029500,14.680,1.310,1102.82000,3.47000,Mass,0.080000,,1550,G9 V,5440.00,1.00,0.95,-0.100,[Fe/H],4.40,,06h32m41.38s,98.1724172,-00d01m53.78s,-0.0316045,764.8890000,15.7510000,14.8680000
CoRoT-19 b,CoRoT-19,1,1,1,Transit,2011,3.89713000,0.051800,14.460,1.290,352.78000,1.11000,Mass,0.047000,,2000,F9 V,6090.00,1.65,1.21,-0.020,[Fe/H],4.07,5.000,06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293,790.6630000,14.9050000,14.1350000
CoRoT-2 b,CoRoT-2,1,2,1,Transit,2008,1.74299350,0.027980,16.432,1.466,1102.82000,3.47000,Mass,0.014300,,,,5625.00,0.91,0.96,,,,2.700,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.2830000,13.3460000,12.5160000
CoRoT-20 b,CoRoT-20,1,1,2,Transit,2011,9.24285000,0.090000,,,1366.66900,4.30000,Mass,0.590000,,,,,,1.14,,,,,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.0610000,15.6130000,14.6300000
CoRoT-20 c,CoRoT-20,1,1,2,Radial Velocity,2018,1675.00000000,2.900000,,,5403.11000,17.00000,Msini,0.600000,,,,,,1.14,,,,,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.0610000,15.6130000,14.6300000
CoRoT-21 b,CoRoT-21,1,1,1,Transit,2012,2.72474000,0.041700,14.572,1.300,718.29580,2.26000,Mass,0.000000,,,F8 IV,6200.00,1.95,1.29,0.000,[Fe/H],3.70,4.100,06h44m12.63s,101.0526207,-00d17m56.96s,-0.2991544,,16.6630000,16.0580000
CoRoT-22 b,CoRoT-22,1,1,1,Transit,2014,9.75598000,0.092000,4.880,0.435,12.20000,0.03800,Mass,0.077000,,885,G3 V,5939.00,1.14,1.10,0.170,[Fe/H],4.36,3.300,18h42m40.11s,280.6671392,+06d13m09.00s,6.2191669,627.1580000,14.7400000,13.8200000
CoRoT-23 b,CoRoT-23,1,1,1,Transit,2011,3.63130000,0.048000,11.770,1.050,889.90000,2.80000,Mass,0.160000,,1660,G0 V,5900.00,1.61,1.14,0.050,[Fe/H],4.30,7.200,18h39m07.84s,279.7826586,+04d21m27.91s,4.3577516,1060.9700000,16.7270000,15.6750000
CoRoT-24 b,CoRoT-24,1,1,2,Transit,2014,5.11340000,0.056000,3.700,0.330,5.70000,0.01800,Mass,0.000000,,1070,K1 V,4950.00,0.86,0.91,0.300,[Fe/H],4.55,11.000,06h47m41.41s,101.9225430,-03d43m09.44s,-3.7192892,591.5550000,16.5930000,15.3830000
CoRoT-24 c,CoRoT-24,1,1,2,Transit,2014,11.75900000,0.098000,5.000,0.440,28.00000,0.08800,Mass,0.000000,,850,K1 V,4950.00,0.86,0.91,0.300,[Fe/H],4.55,11.000,06h47m41.41s,101.9225430,-03d43m09.44s,-3.7192892,591.5550000,16.5930000,15.3830000
CoRoT-25 b,CoRoT-25,1,1,1,Transit,2013,4.86069000,0.057800,12.110,1.080,85.81000,0.27000,Mass,0.000000,,1330,F9,6040.00,1.19,1.09,-0.010,[Fe/H],4.31,4.500,18h42m31.12s,280.6296561,+06d30m49.76s,6.5138223,1103.4800000,15.8960000,14.7900000
CoRoT-26 b,CoRoT-26,1,1,1,Transit,2013,4.20474000,0.052600,14.120,1.260,165.26000,0.52000,Mass,0.000000,,1600,G5,5590.00,1.79,1.09,0.010,[Fe/H],3.99,8.600,18h39m00.12s,279.7504991,+06d58m11.22s,6.9697828,1045.1800000,17.5950000,15.8610000
CoRoT-27 b,CoRoT-27,1,1,1,Transit,2014,3.57532000,0.047600,11.287,1.007,3302.11000,10.39000,Mass,0.065000,,1500,G2,5900.00,1.08,1.05,-0.100,[M/H],4.40,4.210,18h33m59.00s,278.4958319,+05d32m18.17s,5.5383811,1010.2800000,17.1170000,15.7740000
CoRoT-28 b,CoRoT-28,1,1,1,Transit,2015,5.20851000,0.060300,10.705,0.955,153.82972,0.48400,Mass,0.047000,,,G8/9 IV,5150.00,1.78,1.01,0.150,[Fe/H],3.60,12.000,18h34m45.20s,278.6883216,+05d34m25.29s,5.5736911,766.1830000,15.0140000,13.7830000
CoRoT-29 b,CoRoT-29,1,1,1,Transit,2015,2.85057000,0.038600,10.088,0.900,270.15550,0.85000,Mass,0.082000,,,K0 V,5260.00,0.90,0.97,0.200,[Fe/H],4.30,4.500,18h35m36.50s,278.9020691,+06d28m46.45s,6.4795703,806.5070000,16.5880000,15.4080000
CoRoT-3 b,CoRoT-3,1,1,1,Transit,2008,4.25680000,,11.320,1.010,6883.91000,21.66000,Mass,0.000000,,,F3 V,6740.00,1.56,1.37,,,4.22,2.200,19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359,768.7710000,14.1180000,13.4480000
CoRoT-30 b,CoRoT-30,1,1,1,Transit,2020,9.06005000,0.084400,11.310,1.009,921.70700,2.90000,Mass,0.007000,,,G3 V,5650.00,0.91,0.98,0.020,[Fe/H],4.40,3.000,18h30m24.28s,277.6011767,+06d50m09.36s,6.8359338,1032.2300000,16.6700000,15.5710000
CoRoT-31 b,CoRoT-31,1,1,1,Transit,2020,4.62941000,0.058600,16.365,1.460,266.97720,0.84000,Mass,0.020000,,,G2 IV,5700.00,2.15,1.25,0.000,[Fe/H],3.85,4.700,06h19m16.98s,94.8207350,-04d25m20.27s,-4.4222978,2005.7600000,16.7220000,15.4790000
CoRoT-35 b,CoRoT-35,1,1,1,Transit,2022,3.22748000,0.042900,18.831,1.680,349.61125,1.10000,Mass,0.000000,,1747,F6 V,6390.00,1.65,1.01,-0.500,[Fe/H],4.01,6.100,19h17m15.44s,289.3143526,-02d46m28.95s,-2.7747085,1123.2100000,16.7300000,15.6350000
CoRoT-36 b,CoRoT-36,1,1,1,Transit,2022,5.61653100,0.066000,15.805,1.410,216.12332,0.68000,Mass,0.000000,,1567,F3 V,6730.00,1.52,1.32,-0.100,[Fe/H],4.16,2.100,18h31m00.24s,277.7510149,+07d11m00.05s,7.1833465,925.9580000,13.7530000,13.1260000
CoRoT-4 b,CoRoT-4,1,1,1,Transit,2008,9.20205000,0.090000,13.340,1.190,228.83000,0.72000,Mass,0.000000,,1074,,6190.00,1.17,1.16,,,4.41,1.000,06h48m46.71s,102.1946233,-00d40m22.03s,-0.6727861,726.4120000,14.2720000,13.6520000
CoRoT-5 b,CoRoT-5,1,1,1,Transit,2009,4.03789620,0.049470,15.558,1.388,148.42000,0.46700,Mass,0.090000,,1438,F9 V,6100.00,1.19,1.00,-0.250,[M/H],4.19,6.900,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,882.4720000,14.6100000,14.0430000
CoRoT-6 b,CoRoT-6,1,1,1,Transit,2009,8.88659300,0.085500,13.068,1.166,940.74000,2.96000,Mass,0.100000,,1017,F9 V,6090.00,1.02,1.05,-0.200,[Fe/H],4.43,,18h44m17.41s,281.0725563,+06d39m47.54s,6.6632062,645.2940000,14.6910000,13.9610000
CoRoT-7 b,CoRoT-7,1,1,3,Transit,2009,0.85359163,,1.681,0.150,4.07661,0.01283,Mass,0.000000,,,,5275.00,0.83,0.82,0.050,[Fe/H],4.50,,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.9060000,12.7840000,11.7280000
CoRoT-7 c,CoRoT-7,1,1,3,Radial Velocity,2009,3.69800000,0.046000,,,8.40000,0.02643,Mass,0.000000,,,,5256.00,0.86,0.90,0.060,[M/H],4.52,,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.9060000,12.7840000,11.7280000
CoRoT-7 d,CoRoT-7,1,1,3,Radial Velocity,2022,8.96600000,,,,17.14200,0.05393,Mass,,,,G9 V,5250.00,,0.92,,,,1.800,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.9060000,12.7840000,11.7280000
CoRoT-8 b,CoRoT-8,1,1,1,Transit,2010,6.21229000,0.063000,6.390,0.570,69.92000,0.22000,Mass,0.000000,,,K1 V,5080.00,0.77,0.88,0.300,[M/H],4.58,3.000,19h26m21.26s,291.5885696,+01d25m34.67s,1.4262972,322.0370000,16.0050000,14.7920000
CoRoT-9 b,CoRoT-9,1,2,1,Transit,2009,95.27265600,0.402100,11.949,1.066,266.97720,0.84000,Mass,0.133000,,420,,5625.00,0.96,0.96,-0.010,[Fe/H],4.54,6.000,18h43m08.80s,280.7866461,+06d12m14.68s,6.2040783,412.9800000,14.5580000,13.6370000
CoRoTID 223977153 b,CoRoTID 223977153,1,1,1,Transit,2017,6.71837000,0.071000,6.389,0.570,47.67450,0.15000,Mass,,132.26,938,G0 VI,5970.00,0.79,1.08,0.000,[Fe/H],4.67,,06h40m46.84s,100.1951714,+09d15m26.62s,9.2573953,576.6830000,14.4030000,13.6260000
DE CVn b,DE CVn,1,2,1,Eclipse Timing Variations,2018,4098.10000000,5.750000,,,3823.27330,12.02930,Msin(i)/sin(i),0.000000,,,,,,0.51,,,,,13h26m52.97s,201.7207198,+45d32m43.96s,45.5455449,30.5225000,14.2270000,12.9560000
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,1,Astrometry,2013,246.36000000,0.360000,,,9057.77000,28.50000,Mass,0.345000,,,L1.5,,,0.07,,,,1.000,08h23m02.90s,125.7620668,-49d12m01.08s,-49.2003008,,,
DH Tau b,DH Tau,1,1,1,Imaging,2004,,330.000000,,,3496.00000,11.00000,Mass,,,,M0.5,,0.27,0.33,,,,0.001,04h29m41.56s,67.4231674,+26d32m57.80s,26.5493897,134.8460000,15.5420000,13.9800000
DMPP-1 b,DMPP-1,1,1,4,Radial Velocity,2019,18.57000000,0.146200,,,24.27000,0.07636,Msini,0.083000,,877,F8 V,6196.00,1.26,1.21,,,4.41,2.010,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388000,8.5380000,7.9800000
DMPP-1 c,DMPP-1,1,1,4,Radial Velocity,2019,6.58400000,0.073300,,,9.60000,0.03020,Msini,0.057000,,1239,F8 V,6196.00,1.26,1.21,,,4.41,2.010,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388000,8.5380000,7.9800000
DMPP-1 d,DMPP-1,1,1,4,Radial Velocity,2019,2.88200000,0.042200,,,3.35000,0.01054,Msini,0.070000,,1632,F8 V,6196.00,1.26,1.21,,,4.41,2.010,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388000,8.5380000,7.9800000
DMPP-1 e,DMPP-1,1,1,4,Radial Velocity,2019,5.51600000,0.065100,,,4.13000,0.01299,Msini,0.070000,,1314,F8 V,6196.00,1.26,1.21,,,4.41,2.010,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388000,8.5380000,7.9800000
DMPP-2 b,DMPP-2,1,1,1,Radial Velocity,2019,5.20720000,0.066400,,,138.89171,0.43700,Msini,0.078000,,1000,F5 V,6500.00,1.78,1.44,,,4.10,2.000,01h49m37.86s,27.4077310,-34d27m32.75s,-34.4590985,137.9400000,8.9650000,8.5700000
DMPP-3 A b,DMPP-3 A,1,2,1,Radial Velocity,2019,6.67320000,0.066200,,,2.58000,0.00812,Msini,0.140000,,854,K0 V,5138.00,0.91,0.87,0.180,[Fe/H],4.30,10.900,06h06m29.85s,91.6243820,-72d30m45.6s,-72.5126648,45.2300000,,
DMPP-4 b,DMPP-4,1,1,1,Radial Velocity,2023,3.49820000,0.048530,,,12.20000,0.03839,Msini,0.063000,,,F5-F8 V,6400.00,1.38,1.25,-0.007,[Fe/H],4.24,2.150,19h34m19.84s,293.5826648,+51d14m08.90s,51.2358069,25.3284000,6.1910000,5.7293600
DP Leo b,DP Leo,1,2,1,Eclipse Timing Variations,2009,10220.00000000,8.190000,,,1922.79000,6.05000,Msini,0.390000,,,,,,0.69,,,,,11h17m15.89s,169.3162193,+17d57m41.66s,17.9615717,305.6840000,,18.6837000
DS Tuc A b,DS Tuc A,1,2,1,Transit,2019,8.13826800,,5.700,0.509,,,,0.000000,,850,G6 V,5428.00,0.96,1.01,0.000,,,0.045,23h39m39.71s,354.9154673,-69d11m45.75s,-69.1960430,44.0622000,8.8860000,8.1700000
EPIC 201170410.02,EPIC 201170410,1,1,1,Transit,2020,6.79870000,0.034900,1.047,0.093,,,,0.000000,,,,3648.00,0.28,0.29,-0.048,[Fe/H],5.00,,11h20m33.81s,170.1408561,-04d48m25.21s,-4.8070039,,19.4560000,17.6984000
EPIC 201238110 b,EPIC 201238110,1,1,1,Transit,2019,28.16560000,,1.870,0.167,,,,,,,,,,0.41,,,,,11h58m49.40s,179.7058532,-03d23m22.06s,-3.3894613,159.2590000,17.8810000,16.0140000
EPIC 201427007 b,EPIC 201427007,1,1,1,Transit,2021,0.72091000,,1.500,0.134,,,,,,,,5633.00,0.94,,-0.053,[Fe/H],4.40,,12h18m24.51s,184.6021322,-00d33m04.64s,-0.5512886,706.3910000,15.0810000,14.3210000
EPIC 201497682 b,EPIC 201497682,1,1,1,Transit,2019,2.13174000,,0.692,0.062,,,,,,,,,,0.78,,,,,11h15m44.80s,168.9366786,+00d29m17.02s,0.4880606,253.0260000,15.1480000,13.9480000
EPIC 201595106 b,EPIC 201595106,1,1,1,Transit,2021,0.87721400,,1.300,0.116,,,,,,,,5820.00,0.93,,-0.010,[Fe/H],4.60,,12h14m52.89s,183.7203635,+01d58m05.41s,1.9681688,232.1000000,12.4810000,11.7460000
EPIC 201615463 c,K2-166,1,1,2,Transit,2019,3.80464000,,1.220,0.109,,,,,,,,,,1.07,,,,,12h20m45.14s,185.1880932,+02d16m56.56s,2.2823788,476.8820000,12.6400000,12.0810000
EPIC 201754305 d,K2-16,1,1,3,Transit,2019,2.71578000,,1.030,0.092,,,,,,,,,,0.67,,,,,11h40m23.33s,175.0972238,+04d33m26.75s,4.5574311,334.9670000,15.6620000,14.6680000
EPIC 201757695.02,EPIC 201757695,1,1,1,Transit,2020,2.04780000,0.029600,0.908,0.081,,,,0.000000,,,,4520.00,0.66,0.73,-0.003,[Fe/H],4.66,,11h35m45.24s,173.9385102,+04d36m59.15s,4.6164303,,16.2200000,14.9740000
EPIC 201833600 c,K2-50,1,1,2,Transit,2019,3.96151000,,1.000,0.089,,,,,,,,,,0.61,,,,,11h17m56.08s,169.4836540,+05d59m17.84s,5.9882890,257.4430000,15.9810000,14.7050000
EPIC 201841433 b,EPIC 201841433,1,1,1,Transit,2019,4.16980000,0.035000,1.040,0.093,,,,,,,,5053.00,0.63,0.80,0.000,[Fe/H],4.59,,11h40m49.62s,175.2067520,+06d08m05.33s,6.1348146,436.4880000,15.9190000,14.9830000
EPIC 205950854 c,K2-168,1,1,2,Transit,2019,8.05072200,,1.310,0.117,,,,,,961,,5502.70,0.83,0.88,,,,,22h12m26.42s,333.1100738,-16d20m30.79s,-16.3418863,243.9350000,12.9730000,12.3650000
EPIC 206024342 b,EPIC 206024342,1,1,3,Transit,2019,4.50756000,,1.700,0.152,,,,,,,,,,0.93,,,,,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,369.8880000,13.7980000,13.0960000
EPIC 206024342 c,EPIC 206024342,1,1,3,Transit,2021,0.91172400,,1.400,0.125,,,,,,,,5724.00,1.10,,-0.220,[Fe/H],4.50,,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,369.8880000,13.7980000,13.0960000
EPIC 206024342 d,EPIC 206024342,1,1,3,Transit,2021,14.64753100,,2.600,0.232,,,,,,,,5724.00,1.10,,-0.220,[Fe/H],4.50,,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,369.8880000,13.7980000,13.0960000
EPIC 206032309 b,EPIC 206032309,1,1,1,Transit,2019,2.87814000,,1.010,0.090,,,,,,,,,,0.22,,,,,22h44m57.71s,341.2404563,-13d54m04.04s,-13.9011223,161.3650000,19.0280000,17.8900000
EPIC 206042996 b,EPIC 206042996,1,1,2,Transit,2019,5.29860000,,1.700,0.152,,,,,,,,4114.00,0.50,,0.006,[Fe/H],4.80,,22h30m03.27s,337.5136198,-13d36m36.53s,-13.6101475,451.7690000,18.3470000,16.5900000
EPIC 206042996 c,EPIC 206042996,1,1,2,Transit,2021,0.35488400,,1.200,0.107,,,,,,,,4114.00,0.50,,0.006,[Fe/H],4.80,,22h30m03.27s,337.5136198,-13d36m36.53s,-13.6101475,451.7690000,18.3470000,16.5900000
EPIC 206215704 b,EPIC 206215704,1,1,1,Transit,2019,2.25543600,,1.000,0.089,,,,,,,,3297.00,0.25,,-0.330,[Fe/H],4.90,,22h20m22.79s,335.0949721,-09d30m34.96s,-9.5097112,109.8880000,19.0150000,17.8300000
EPIC 206317286 b,EPIC 206317286,1,1,2,Transit,2019,1.58252000,,0.960,0.086,,,,,,,,,,0.71,,,,,22h30m28.28s,337.6178427,-07d58m20.84s,-7.9724560,314.3500000,15.0800000,14.0050000
EPIC 206317286 c,EPIC 206317286,1,1,2,Transit,2022,17.51547200,,2.094,0.187,,,,,,,,4752.00,0.76,0.83,0.019,[Fe/H],4.60,,22h30m28.28s,337.6178427,-07d58m20.84s,-7.9724560,314.3500000,15.0800000,14.0050000
EPIC 211822797 b,EPIC 211822797,1,1,1,Transit,2016,21.17019630,0.119500,1.920,0.171,,,,,,431,,4057.00,0.58,0.62,0.200,[Fe/H],4.70,,08h41m38.45s,130.4102091,+17d38m23.91s,17.6399744,186.1970000,16.7080000,15.1330000
EPIC 211945201 b,EPIC 211945201,1,1,1,Transit,2018,19.49221000,0.149300,5.760,0.514,,,,,,817,,6069.00,1.39,1.17,0.100,[Fe/H],4.22,,09h06m17.81s,136.5741931,+19d24m07.40s,19.4020565,181.6900000,10.9380000,10.1540000
EPIC 212297394 b,EPIC 212297394,1,1,2,Transit,2019,2.28936300,,1.480,0.132,,,,,,1149,,5171.00,0.80,0.83,-0.030,[Fe/H],4.55,,13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985,418.3950000,15.3770000,14.6110000
EPIC 212297394 c,EPIC 212297394,1,1,2,Transit,2016,5.21396500,,2.270,0.203,,,,,,866,,5171.00,0.80,0.83,-0.030,[Fe/H],4.55,,13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985,418.3950000,15.3770000,14.6110000
EPIC 212424622 b,EPIC 212424622,1,1,1,Transit,2019,18.09830000,,2.170,0.194,,,,,,,,,,1.11,,,,,13h29m19.53s,202.3313765,-14d21m33.97s,-14.3594358,611.8040000,13.9690000,13.4410000
EPIC 212499991 b,EPIC 212499991,1,1,1,Transit,2019,34.88500000,,1.600,0.143,,,,,,,,,,0.91,,,,,13h29m57.30s,202.4887520,-12d44m05.19s,-12.7347749,283.2900000,14.4510000,13.6720000
EPIC 212587672 b,EPIC 212587672,1,1,2,Transit,2019,15.28078000,,1.260,0.112,,,,,,756,,6004.00,0.98,0.99,-0.180,[Fe/H],4.45,,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468,320.0700000,12.6900000,12.4880000
EPIC 212587672 c,EPIC 212587672,1,1,2,Transit,2016,23.22855500,,2.320,0.207,,,,,,658,,6004.00,0.98,0.99,-0.180,[Fe/H],4.45,,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468,320.0700000,12.6900000,12.4880000
EPIC 212624936 b,EPIC 212624936,1,1,2,Transit,2021,0.57865700,,1.200,0.107,,,,,,,,5765.00,0.93,,-0.390,[Fe/H],4.40,,14h02m33.03s,210.6376171,-10d01m25.27s,-10.0236852,561.9290000,14.7580000,13.9760000
EPIC 212624936 c,EPIC 212624936,1,1,2,Transit,2021,11.81143700,,2.300,0.205,,,,,,,,5765.00,0.93,,-0.390,[Fe/H],4.40,,14h02m33.03s,210.6376171,-10d01m25.27s,-10.0236852,561.9290000,14.7580000,13.9760000
EPIC 212737443 b,EPIC 212737443,1,1,2,Transit,2019,13.60300000,0.098000,2.586,0.231,,,,0.200000,,536,K3,4684.00,0.67,0.69,-0.137,[Fe/H],4.62,,13h36m53.16s,204.2215065,-07d19m05.01s,-7.3180577,336.2500000,15.0360000,14.8100000
EPIC 212737443 c,EPIC 212737443,1,1,2,Transit,2019,65.55000000,0.280000,2.690,0.240,,,,0.200000,,316,K3,4684.00,0.67,0.69,-0.137,[Fe/H],4.62,,13h36m53.16s,204.2215065,-07d19m05.01s,-7.3180577,336.2500000,15.0360000,14.8100000
EPIC 220492298 b,EPIC 220492298,1,1,1,Transit,2021,0.76240600,,0.990,0.088,,,,,,,,5620.00,0.89,,0.280,[Fe/H],4.50,,01h07m02.76s,16.7615005,+06d35m19.67s,6.5887980,624.5120000,14.8190000,13.9910000
EPIC 220554210 c,K2-282,1,1,2,Transit,2019,0.70531000,,1.600,0.143,,,,,,,,5499.00,1.00,,-0.230,[Fe/H],4.50,,00h53m43.72s,13.4321524,+07d59m43.05s,7.9952914,496.2890000,14.8450000,14.2100000
EPIC 220674823 b,EPIC 220674823,1,1,2,Transit,2016,0.57129200,0.013260,1.725,0.154,8.21000,0.02583,Mass,0.000000,4670.00,2300,,5532.00,0.99,0.95,0.110,[Fe/H],,7.500,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.5900000,12.5760000,12.1010000
EPIC 220674823 c,EPIC 220674823,1,1,2,Transit,2016,13.33970000,0.108300,2.836,0.253,8.90000,0.02800,Mass,0.130000,70.00,805,,5532.00,0.99,0.95,0.110,[Fe/H],,7.500,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.5900000,12.5760000,12.1010000
EPIC 228836835 b,EPIC 228836835,1,1,1,Transit,2021,0.72811300,,1.100,0.098,,,,,,,,3782.00,0.32,,-0.180,[Fe/H],5.00,,12h38m17.98s,189.5748998,-05d14m40.65s,-5.2446247,150.1240000,,16.7700000
EPIC 229004835 b,EPIC 229004835,1,1,1,Transit,2023,16.14113200,0.123700,2.332,0.208,10.40000,0.03272,Mass,0.230000,69.70,804,,5868.00,1.00,0.97,-0.120,[Fe/H],,4.900,12h25m56.65s,186.4860415,-01d24m17.00s,-1.4047214,121.9710000,10.7550000,10.2300000
